|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|
yebadong|0|0|0|0|0|38|55|0|0|0|55|55|60|83|0|0|70|0|65|36|71|32|63|0|66|0|0|0|0|0|0|
